date,close,volume,open,high,low,symbol
2020-11-03,3048.41,4897880,3018.53,3074.9,2980.98,AMZN
2020-11-02,3004.48,7257350,3061.74,3079.705,2950.12,AMZN
2020-10-30,3036.15,8396081,3157.75,3167.004,3019.0,AMZN
2020-10-29,3211.01,6596529,3201.27,3257.25,3164.0,AMZN
2020-10-28,3162.78,5588330,3249.3,3264.02,3162.47,AMZN
2020-10-27,3286.33,4291047,3224.94,3291.66,3211.3,AMZN
2020-10-26,3207.04,5901151,3198.74,3282.9799,3153.3,AMZN
2020-10-23,3204.4,3466687,3191.0,3205.33,3140.0,AMZN
2020-10-22,3176.4,4212005,3189.87,3198.75,3121.94,AMZN
2020-10-21,3184.94,4592736,3212.5,3233.875,3160.0,AMZN
2020-10-20,3217.01,4509678,3222.28,3266.0,3192.01,AMZN
2020-10-19,3207.21,5223626,3299.61,3329.0,3192.735,AMZN
2020-10-16,3272.71,6474353,3363.23,3399.6606,3160.0,AMZN
2020-10-15,3338.65,5223448,3292.01,3355.88,3280.0,AMZN
2020-10-14,3363.71,5828916,3447.0,3464.88,3340.0,AMZN
2020-10-13,3443.63,5744697,3467.99,3492.38,3424.217,AMZN
2020-10-12,3442.93,8364198,3349.94,3496.24,3339.55,AMZN
2020-10-09,3286.65,4907871,3210.0,3288.99,3197.83,AMZN
2020-10-08,3190.55,3174114,3224.99,3233.2944,3174.99,AMZN
2020-10-07,3195.69,4309439,3135.0,3200.0,3132.385,AMZN
2020-10-06,3099.96,5086857,3165.0,3182.0,3090.0,AMZN
2020-10-05,3199.2,3775332,3145.84,3202.53,3140.85,AMZN
2020-10-02,3125.0,5613098,3153.63,3195.7965,3123.0,AMZN
2020-10-01,3221.26,4971922,3208.0,3224.0,3172.0,AMZN
2020-09-30,3148.73,4896101,3141.14,3212.88,3133.99,AMZN
2020-09-29,3144.88,3503398,3175.39,3188.26,3132.54,AMZN
2020-09-28,3174.05,4224165,3148.85,3175.04,3117.1684,AMZN
2020-09-25,3095.13,4615202,3054.86,3101.54,2999.0,AMZN
2020-09-24,3019.79,5529392,2977.79,3069.3,2965.0,AMZN
2020-09-23,2999.86,5652665,3120.43,3126.999,2992.3759,AMZN
2020-09-22,3128.99,6948816,3033.835,3133.99,3000.2,AMZN
2020-09-21,2960.47,6117925,2906.5,2962.0,2871.0,AMZN
2020-09-18,2954.91,8892580,3031.74,3037.8,2905.54,AMZN
2020-09-17,3008.73,6449050,3009.25,3029.432,2972.55,AMZN
2020-09-16,3078.1,4531189,3179.99,3187.238,3074.15,AMZN
2020-09-15,3156.13,4021535,3136.16,3175.02,3108.92,AMZN
2020-09-14,3102.97,4529596,3172.937,3187.39,3096.0,AMZN
2020-09-11,3116.22,5093982,3208.69,3217.3409,3083.98,AMZN
2020-09-10,3175.11,5330741,3307.219,3349.89,3170.55,AMZN
2020-09-09,3268.61,5188675,3202.99,3303.175,3185.0,AMZN
2020-09-08,3149.84,6094205,3144.0,3250.845,3130.0,AMZN
2020-09-04,3294.62,8781754,3318.0,3381.5,3111.13,AMZN
2020-09-03,3368.0,8161113,3485.0,3488.41,3303.0,AMZN
2020-09-02,3531.45,3931476,3547.0,3552.25,3486.685,AMZN
2020-09-01,3499.12,3476407,3489.58,3513.87,3467.0,AMZN
2020-08-31,3450.96,4185885,3408.99,3495.0,3405.0,AMZN
2020-08-28,3401.8,2896978,3423.0,3433.3699,3386.5,AMZN
2020-08-27,3400.0,4264795,3450.05,3453.0,3378.0,AMZN
2020-08-26,3441.85,6508743,3351.11,3451.7387,3344.5675,AMZN
2020-08-25,3346.49,3992842,3294.99,3357.4,3267.0,AMZN
2020-08-24,3307.46,4666258,3310.15,3380.315,3257.5608,AMZN
2020-08-21,3284.72,3575862,3295.0,3314.3962,3275.39,AMZN
2020-08-20,3297.37,3332478,3252.0,3312.62,3238.0,AMZN
2020-08-19,3260.48,4185137,3303.01,3315.9,3256.0001,AMZN
2020-08-18,3312.49,5345974,3212.0,3320.0,3205.8187,AMZN
2020-08-17,3182.41,2691237,3173.12,3194.97,3154.1775,AMZN
2020-08-14,3148.02,2751723,3178.18,3178.2357,3120.0,AMZN
2020-08-13,3161.02,3149043,3182.99,3217.5211,3155.0,AMZN
2020-08-12,3162.24,3527229,3108.0,3174.385,3101.42,AMZN
2020-08-11,3080.67,3718057,3113.2,3159.22,3073.0,AMZN
2020-08-10,3148.16,3167274,3170.31,3172.51,3101.52,AMZN
2020-08-07,3167.46,3936127,3224.01,3240.81,3140.6726,AMZN
2020-08-06,3225.0,3940602,3194.36,3247.47,3165.43,AMZN
2020-08-05,3205.03,3930025,3143.77,3213.5859,3127.3,AMZN
2020-08-04,3138.83,4694294,3101.21,3167.24,3101.21,AMZN
2020-08-03,3111.89,5074663,3180.51,3184.0,3104.0,AMZN
2020-07-31,3164.68,8083369,3244.0,3246.82,3151.0,AMZN
2020-07-30,3051.88,6128265,3014.0,3092.0,3005.0,AMZN
2020-07-29,3033.53,2974060,3030.99,3039.1592,2996.77,AMZN
2020-07-28,3000.33,3126651,3054.27,3077.0926,2995.76,AMZN
2020-07-27,3055.21,4170492,3062.0,3098.0,3015.77,AMZN
2020-07-24,3008.91,5632413,2930.0,3031.58,2888.0,AMZN
2020-07-23,2986.55,5656906,3098.2713,3098.2713,2970.0,AMZN
2020-07-22,3099.91,4104225,3125.0,3149.9999,3065.26,AMZN
2020-07-21,3138.29,6134965,3232.49,3240.5758,3105.72,AMZN
2020-07-20,3196.84,7598176,3000.2,3201.3599,2994.0172,AMZN
2020-07-17,2961.97,4761319,3009.0,3024.0,2948.45,AMZN
2020-07-16,2999.9,6394246,2971.06,3032.0,2918.23,AMZN
2020-07-15,3008.87,5788874,3080.23,3098.35,2973.1801,AMZN
2020-07-14,3084.0,7231933,3089.0,3127.38,2950.0,AMZN
2020-07-13,3104.0,7720420,3251.06,3344.29,3068.3901,AMZN
2020-07-10,3200.0,5485982,3191.76,3215.0,3135.7,AMZN
2020-07-09,3182.63,6388659,3115.99,3193.8799,3074.0016,AMZN
2020-07-08,3081.11,5037635,3022.61,3083.97,3012.4301,AMZN
2020-07-07,3000.12,5257514,3058.55,3069.55,2990.0,AMZN
2020-07-06,3057.04,6880642,2934.97,3059.88,2930.0,AMZN
2020-07-02,2890.3,6593387,2912.01,2955.56,2871.1021,AMZN
2020-07-01,2878.7,6363439,2757.99,2895.0,2754.0,AMZN
